text,tags
"Final day at the #wwcpdxhack2019! I had such a blast with my team learning about new technologies, hardware, and how to send our data to the cloud. Thanks {{USERNAME}} for organizing the event and {{USERNAME}} for hosting. ",wwcpdxhack2019
Combined NK cell therapy and radiotherapy exhibit long-term therapeutic and anti-metastatic effects in a human triple negative breast cancer model. {{URL}} h/t {@NCBI@} #RadOnc #PubMed,RadOnc PubMed
RedTail LiDAR Systems produces amazing corn maze images - {{URL}} {{URL}} #drone #drones #uas #uav #rpas #sar #dronerental #dronetraining #droneservices #dronenews #publicsafety #losangeles #34northdrones {{USERNAME}},drone drones uas uav rpas sar dronerental dronetraining droneservices dronenews publicsafety losangeles 34northdrones
The latest The Fire-Climate-Media Daily! {{URL}} Thanks to {@NASA Climate@} {@NOAA Climate gov@} #under2coalition #kincadefire,under2coalition kincadefire
touch-free human/computer interfaces  {@Chris Dixon@} your predictions could come true with #Google #Soli. Need to wait on who ll find the perfect use case to make it mainstream. Hope {@Google@} finds it themselves.,Google Soli
"Zero Carbon Bill is not Safe, Water Standard Bill wont be safe, {@NZ National Party@} voted for ZeroCarbon to keep the heat off.If National get back in government, they will Unturn and from  day one it will be water down or removed..#nzpol {{URL}} ",nzpol
"The Hutchinson Overide may be better suited to tamer paths and pavement, per {{USERNAME}} See why on {{USERNAME}}  At The Finish  review here: {{URL}} #tarvelbygravel #graveltravel",tarvelbygravel graveltravel
Troup County becomes home to the first solar road in the United States #wrblwx #gawx #solar ##solarpower #renewableenergy #solarenergy #cleanenergy {@Bob Jeswald WRBL@} {@Nicole Phillips@} {{URL}},wrblwx gawx solar solarpower renewableenergy solarenergy cleanenergy
The Decade the Internet Lost Its Joy by {@clio@} in {@GEN@} {{URL}} #SocialMedia #Culture #Internet #TheWhiplashDecade #Media,SocialMedia Culture Internet TheWhiplashDecade Media
A6: Take the solutions IT Pros have build from the last 5 years and make them out-of-the-box for end users. Modern {@Microsoft SharePoint@} & #ProjectCortex is just the start  #collabtalk,ProjectCortex collabtalk
"[Infographic] {@NetApp@} Predictions: In 2020, the industry must prioritize simplicity. The next decade will see a data-driven transformation like never before. {@NetApp@} #DataDriven {{URL}} ",DataDriven
"Looking forward to spending 2 days at #NRF2020 working in collaboration with the {@Microsoft@} team. I’ll be doing on one speedvisory sessions, video shoots, and a keynote presentation.  C U there!",NRF2020
A contributor on #LetsTalkAbuja on 95.1 {{USERNAME}} called Efe shared this & it s so true...   The world truly is a global village not only with the internet & technology... It s also a global village with infectious diseases.  {@NCDC@} {@Nigeria Health Watch@} {{USERNAME}} {@Chikwe Ihekweazu@},LetsTalkAbuja
The latest The Internet privacy Daily! {{URL}} Thanks to {{USERNAME}} {{USERNAME}} {{USERNAME}} #gdpr #permissions,gdpr permissions
"Why is the internet dropping out every few min in Dayton, OH.? {@Ask Spectrum@} #spectrumoutage",spectrumoutage
The latest from Charles Skamser and The Internet of things (IoT) Daily! {{URL}} Thanks to {{USERNAME}} {@Tata Consultancy Services North America@} #ai #mortgage,ai mortgage
#Coronavirus Yesterday {{USERNAME}} said that he had everything under control and the US was leading the fight against Corona.  Today he says there is a national emergency.  Which one is correct? {@USA TODAY@} {@The New York Times@} {@The Washington Post@} {@Ivanka Trump@} {@Jill Biden@} {@Donald Trump Jr@},Coronavirus
"Satisfying (and safe + sanitized) #brunch scene earlier, supporting our hyper local {{USERNAME}}  NanoSeptic wraps on the all the door handles, gloves for everyone, Purell hand sanitizer stations (20… {{URL}} ",brunch
Articles on nosql best practices from the internet {{URL}} {{USERNAME}} #agile #learntocode,agile learntocode
Articles on data science best practices from the internet {{URL}} {{USERNAME}} #datascience #bigdata,datascience bigdata
. {@NI Executive@} {{USERNAME}} {{USERNAME}} {@Michelle O Neill@} {{USERNAME}} {@DUP@} {@Sinn Fin@} We need all resources available to be directed at testing. Everything else is a waste of time and effort at this stage. #Covid_19,Covid_19
"Zoom meetings aren’t end-to-end encrypted, despite misleading marketing {{URL}} by {@Micah@} , {@yell growler@} #Zoom",Zoom
Dear {@NASA@} what is taking so much time to release the picture? #9बजे9मिनट,9बज
Virtual Easter Dinner w’ matsta007 from {{USERNAME}} starting w’ fabulous {{USERNAME}} Folies de la Marquetterie matched to Duck liver parfait orange sparkling jelly cornichons & sourdough #delicious… {{URL}},delicious
"At 12pm, hear from Dr. Myra Rutland {{USERNAME}} , a NCC board-certified Family Nurse Practitioner, will discuss the topic  Why HIV is no longer a death sentence.  Watch the full video and add comments via Facebook: Urban League of Philadelphia #health #equity #disparities",health equity disparities
Silicon Controlled Rectifier (SCR) schematic diagram and symbolic representation...  You can join our family  {{USERNAME}} 1️⃣ Share with your friends. 2️⃣Join our #LearnEEE family  {{USERNAME}} 3️⃣Visit our… {{URL}},LearnEEE
Random Access Memory (RAM)   You can join our family  {{USERNAME}} 1️⃣ Share with your friends. 2️⃣Join our #LearnEEE family  {{USERNAME}} 3️⃣Visit our Website {{URL}} 4️⃣Visit our Youtube channel… {{URL}},LearnEEE
The latest Gwadar Oil and Gas! {{URL}} Thanks to {{USERNAME}} #gwadar #hollywood,gwadar hollywood
. {@A4AI@}  s #MeaningfulConnectivity standard raises the bar for internet access.  It s time to unlock the full power of the internet for everyone! ⚡️ {{URL}},MeaningfulConnectivity
Live updates: Flash flood warnings issued as Tropical Storm Cristobal takes aim at La. shore. {@Sun Herald@} #readlocal {{URL}},readlocal
Following post is really great!  Which explains how {@JetBrains Rider@} works behind the scenes!  How UI (#Java) interacts with ReSharper (#dotnet) back-end for various purposes!  Really a great work and masterpiece from {@JetBrains@} team! {{URL}},Java dotnet
The Internet of ransomware things! {{URL}} via {@Snaggy@} | #cybersecurity,cybersecurity
CHEMISTRY  The science of matter and its interactions with energy and itself   ATIN Kuharili {@SB19 Official@} #SB19GoUp1stAnniv,SB19GoUp1stAnniv
"The latest The Darkweb, Deepweb, and other Netherwolds of the Internet Daily Newz! {{URL}} Thanks to {{USERNAME}} {{USERNAME}} #bnb #fiat",bnb fiat
"At this time when the internet is not able to run properly, {{USERNAME}} {@Shivraj Singh Chouhan@} wants to take exam! When RGPV is not even able to declare the result properly without crashing the site. {@Dr Ramesh Pokhriyal Nishank@} {@Higher Education Department MP@} #ExamsInCovidASuicide #SayNoToUGCGuidlines {@Kamal Nath@} ",ExamsInCovidASuicide SayNoToUGCGuidlines
"The Science of Seeking Your Customer: Research, SEO, CRM {{USERNAME}} #mozcon {{URL}} ",mozcon
The United States is Losing the battle against #COVIDー19   We are on the wrong side of it. Death records set daily in U.S. Over industrialized nations.   national mask requirement needed  Listen to the science  #FauciIsAHero {@Vice President Kamala Harris@} {@Alex Azar@},COVIDー19 FauciIsAHero
Approval from FDA for saliva test for virus expected to start in {{USERNAME}} CLIA lab in the coming weeks (. Welcome news #ThankYouScience {@Yale School of Medicine@} Yale’s rapid COVID-19 saliva test receives FDA emergency use authorization {{URL}},ThankYouScience
The latest The Internet of things Daily! {{URL}} Thanks to {{USERNAME}} #success #digitalmarketingagency,success digitalmarketingagency
The iOS 14 Privacy and Security Features You Should Know #secureyourphone #privacy #bigbro {{URL}} via {@WIRED@},secureyourphone privacy bigbro
The fight against Covid-19 and climate change are a united battle {@Climate Reality@} {{USERNAME}} #LeadOnClimate {{URL}},LeadOnClimate
Happy #WorldSpaceWeek {@NASA@} {@Blue Origin@} {@ULA@} {@SpaceX@} {@Elon Musk@} {@Rocket Lab@} and all the other organizations that bring us that much closer to the stars and launch satellites for the betterment of all humans!,WorldSpaceWeek
Communications Secretary Martin Andanar encouraged youth leaders to join the fight against the coronavirus disease (Covid-19) pandemic. {{URL}} #PolitikoNews {{USERNAME}} {{USERNAME}},PolitikoNews
"Mobility #data  ‍ is a major weapon in the fight against #Covid19, but can we trust non-traditional sources? Our ITF statisticians  explain the state of play this #WorldStatisticsDay #BigData {@Gates Foundation@} {@KIIT Kalinga Institute of Industrial Technology@} {@Department for International Trade@} {{USERNAME}} {{URL}} ",data Covid19 WorldStatisticsDay BigData
"The COVID-19 pandemic is threatening hard-won gains in the fight to #EndTB and setting the world off track for meeting our global UN targets  by 2022. We must continue to provide TB care, treatment, and prevention. #preventionispowerful {{USERNAME}} {{USERNAME}} {@TAG Team@} ",EndTB preventionispowerful
"Apple AirTags Tipped to Launch Soon, May Come in Two Sizes Apple AirTags ultra-wideband trackers have been in the news for a while...  via {{USERNAME}} #SmartHome #Innovation {{URL}} _",SmartHome Innovation
Labour leader Sir Keir Starmer has called for a national lockdown; the first one didn’t work and the tiers not working because people just ignoring it - Just look at footballers at {@Tottenham Hotspur@} {@West Ham United@} {@Manchester City@} {@Crystal Palace F C@} that we KNOW of !! #coronavirus #covid #vaccine {@Sky News@},coronavirus covid vaccine
I’ve lost count of the number of times I came back to “Building a Design System for iOS” by {{USERNAME}} It’s priceless! #iosdev #SwiftLang {{URL}},iosdev SwiftLang
The second in what is destined to a classic sci-fi trilogy: The Trials of Koli by {{USERNAME}} . #bookreviews {{URL}},bookreviews
The training institute and laboratories to be built in the second phase of the leather park - Simon Atebe Ag. Dir. Directorate of Agro-Industry {@IndustryKE@} {{URL}} #Kenya #Uganda #Tanzania #Rwanda #SSudan #Burundi #Ethiopia #Egypt,Kenya Uganda Tanzania Rwanda SSudan Burundi Ethiopia Egypt
"The second paper in the Applying Theories of Justice to Environmental Harms is about to begin. Titled  Violence, Transitions and (Invisible) Environmental Harms , the research by Dr Rachel Killean and Dr Lauren Dempster will be presented at 12:00 here - {{USERNAME}} #GreenCrime2021",GreenCrime2021
"Fascinated by the power of the #opensource community to put up the {{USERNAME}} conference together. 109 tracks, tonnes of {@Matrix@} {{USERNAME}} rooms, hundreds of talented engineers dedicated to build open source systems. Wow!",opensource
Yuval Noah Harari: Lessons from a year of #COVID  In a year of scientific breakthroughs — and political failures — what can we learn for the future? {{URL}} via {@Financial Times@},COVID
"“ {@Rochelle Walensky MD MPH@} has charged all of the offices and centers under the CDC to develop interventions & measurable health outcomes in the next year, addressing racism in their respective areas. & she s made clear that is a priority for the entire CDC.” #leader  {{URL}} ",leader
"The inoculation of the second dose of the coronavirus vaccine, scheduled to begin on Monday 19 April, has been postponed. Read the full story here {{URL}} via {{USERNAME}} #SriLanka #lka #coronavirus #COVID19 #CovidVaccine #AstraZeneca #COVID19SL #COVID19LK",SriLanka lka coronavirus COVID19 CovidVaccine AstraZeneca COVID19SL COVID19LK
"#People who work hard in Pakistan tech growth are always taken down by corrupt Mafia, {@Imran Khan@} you must look into this resignation of Zia #WeWantZiaBangashBack",People WeWantZiaBangashBack
COVID denialism in Liverpool - Do we acknowledge? Do we engage?  The problem in the new media era is that it s difficult to impress evidence quality. People believe their YouTube video over  government-controlled Drs & scientists . {@Liverpool Echo@} #COVID19 {{URL}},COVID19
"I compare the communication in cancer and our scientific communication in the field.If our communication becomes more solid and collaborative as cancer, this would make things easier. So this week on #cancer & #metabolism & #aging by {{USERNAME}} ! {{URL}} ",cancer metabolism aging
". {@Rochelle Walensky MD MPH@} {@President Biden@} - I’m questioning the CDC director’s leadership. The new mask guidance is confusing & discriminates against the disabled & children. And to go from “impending doom” to this in 45 days? I’m on your team, Joe, but I have doubts about Walensky. #COVID19",COVID19
". {@Liz Claman@} said  wearing a mask is now a choice, if people want to, sure go ahead.  The Biden administration  didn t even know the CDC was going to make this announcement.   #MediaBuzz",MediaBuzz
President {@Yoweri K Museveni@} :  All teachers to get fully vaccinated or they shall not be allowed to teach.   Communal prayers are suspended for the next 42 days. #M7Address  #Covid19Ug  #Staysafug,M7Address Covid19Ug Staysafug
Carbonomics  The amount of capital that has and will continue to be deployed into the #Carbonomics Sector is mind boggling. It’s in the hundreds of billions and will reach the trillions {{URL}} #carboncredits #carbon #esg #energy #oil {{USERNAME}} {@Marin Katusa@},Carbonomics carboncredits carbon esg energy oil
Starting #30DaysOfCode with {{USERNAME}} today. I Will be documenting the journey here. Feel free to join us!,30DaysOfCode
Unlocking the power of Scotland s rural areas with 5G - {{URL}} #5G  CC: {{USERNAME}} {{URL}},5G
Success! Just solved Time Conversion on {@HackerRank@} . Can you complete the challenge? {{URL}} #programming,programming
